Date,Temperature (C),Precipitation (mm)
2015-01-31,25.667419354838714,0.020322580645161296
2015-02-28,24.952500000000004,0.043928571428571435
2015-03-31,26.04677419354839,0.04774193548387097
2015-04-30,26.89833333333333,0.01766666666666667
2015-05-31,27.031612903225806,0.13935483870967738
2015-06-30,27.665999999999997,0.1673333333333333
2015-07-31,28.369677419354836,0.03838709677419355
2015-08-31,28.810322580645153,0.05161290322580646
2015-09-30,28.850333333333335,0.061666666666666675
2015-10-31,27.98129032258064,0.17935483870967742
2015-11-30,27.240999999999996,0.1486666666666667
2015-12-31,26.89806451612904,0.1316129032258064
2016-01-31,25.913548387096775,0.042903225806451624
2016-02-29,25.17310344827586,0.033793103448275866
2016-03-31,26.121290322580645,0.037741935483870975
2016-04-30,26.653333333333325,0.050333333333333334
2016-05-31,27.284193548387098,0.11838709677419354
2016-06-30,28.13566666666667,0.15866666666666657
2016-07-31,28.678709677419352,0.07129032258064517
2016-08-31,28.72193548387096,0.11806451612903225
2016-09-30,28.669666666666664,0.08433333333333333
2016-10-31,27.679032258064517,0.24999999999999997
2016-11-30,26.77733333333333,0.047666666666666684
2016-12-31,26.70064516129033,0.03161290322580647
2017-01-31,25.496451612903225,0.02741935483870968
2017-02-28,25.62607142857143,0.03428571428571429
2017-03-31,25.240645161290317,0.038064516129032264
2017-04-30,26.067000000000004,0.13199999999999998
2017-05-31,26.894193548387097,0.17580645161290318
2017-06-30,27.946999999999996,0.17799999999999996
2017-07-31,28.585483870967753,0.03322580645161291
2017-08-31,28.81354838709678,0.0961290322580645
2017-09-30,28.605000000000004,0.21900000000000003
2017-10-31,27.724193548387092,0.3493548387096773
2017-11-30,26.486666666666665,0.30533333333333335
2017-12-31,26.164838709677415,0.06935483870967743
