Date,Temperature (C),Precipitation (mm)
2015-01-31,9.65064516129032,0.18419354838709678
2015-02-28,10.132499999999997,0.11535714285714284
2015-03-31,17.83677419354839,0.22935483870967735
2015-04-30,21.865666666666662,0.3549999999999999
2015-05-31,24.22387096774193,0.25419354838709673
2015-06-30,26.831666666666667,0.14566666666666667
2015-07-31,28.82709677419355,0.05967741935483873
2015-08-31,28.05193548387097,0.11451612903225807
2015-09-30,25.609333333333332,0.12833333333333333
2015-10-31,21.886774193548383,0.14516129032258066
2015-11-30,18.144999999999996,0.16933333333333328
2015-12-31,16.33,0.21129032258064517
2016-01-31,10.353870967741937,0.14709677419354839
2016-02-29,13.663793103448276,0.14413793103448275
2016-03-31,18.781612903225803,0.356774193548387
2016-04-30,20.703,0.16399999999999998
2016-05-31,23.890645161290315,0.12354838709677415
2016-06-30,27.50133333333333,0.17266666666666666
2016-07-31,28.57677419354839,0.17709677419354838
2016-08-31,27.34774193548388,0.7109677419354837
2016-09-30,26.730000000000008,0.14266666666666664
2016-10-31,22.539677419354838,0.006129032258064516
2016-11-30,17.69266666666667,0.09366666666666669
2016-12-31,14.311935483870966,0.15999999999999998
2017-01-31,15.049999999999999,0.20419354838709672
2017-02-28,17.60857142857143,0.12499999999999999
2017-03-31,18.99225806451613,0.10064516129032257
2017-04-30,21.915999999999997,0.13433333333333333
2017-05-31,23.234838709677422,0.2738709677419354
2017-06-30,25.861666666666668,0.3993333333333332
2017-07-31,27.613225806451613,0.17935483870967736
2017-08-31,27.230967741935483,0.32
2017-09-30,25.75033333333333,0.034
2017-10-31,21.76064516129032,0.09838709677419356
2017-11-30,17.40466666666667,0.02966666666666667
2017-12-31,12.041290322580645,0.20354838709677417
