Date,Temperature (C),Precipitation (mm)
2015-01-31,11.543225806451614,0.06774193548387097
2015-02-28,14.170357142857144,0.07642857142857144
2015-03-31,17.577096774193546,0.18225806451612903
2015-04-30,23.107666666666667,0.20133333333333336
2015-05-31,25.879032258064512,0.2738709677419354
2015-06-30,27.828333333333337,0.1573333333333333
2015-07-31,28.770967741935483,0.0332258064516129
2015-08-31,28.88645161290322,0.07419354838709677
2015-09-30,27.215666666666667,0.11866666666666667
2015-10-31,25.108064516129037,0.22032258064516128
2015-11-30,20.503333333333334,0.076
2015-12-31,17.212580645161296,0.058387096774193556
2016-01-31,13.666129032258066,0.10677419354838706
2016-02-29,17.104482758620687,0.003448275862068966
2016-03-31,20.563870967741938,0.13677419354838707
2016-04-30,22.714666666666666,0.12499999999999997
2016-05-31,25.676129032258064,0.12419354838709676
2016-06-30,27.872333333333334,0.2006666666666667
2016-07-31,29.44709677419355,0.03709677419354839
2016-08-31,29.028064516129028,0.15225806451612903
2016-09-30,28.267333333333337,0.09766666666666667
2016-10-31,25.598064516129035,0.02548387096774194
2016-11-30,21.944666666666663,0.09299999999999999
2016-12-31,16.99225806451613,0.11225806451612898
2017-01-31,16.94645161290322,0.05161290322580645
2017-02-28,20.235357142857143,0.053214285714285714
2017-03-31,21.258709677419358,0.17129032258064514
2017-04-30,23.67066666666667,0.05800000000000001
2017-05-31,25.573548387096782,0.19838709677419353
2017-06-30,28.151666666666664,0.11
2017-07-31,28.977096774193548,0.056774193548387114
2017-08-31,28.692580645161296,0.24290322580645163
2017-09-30,27.229999999999997,0.06000000000000001
2017-10-31,23.749032258064513,0.05870967741935485
2017-11-30,21.15,0.06000000000000002
2017-12-31,14.646129032258063,0.11451612903225802
