Date,Temperature (C),Precipitation (mm)
2015-01-31,14.77709677419355,0.024193548387096774
2015-02-28,16.025714285714283,0.02035714285714286
2015-03-31,17.724838709677424,0.034516129032258064
2015-04-30,17.172666666666665,0.018333333333333333
2015-05-31,16.331290322580646,0.06516129032258063
2015-06-30,19.97566666666667,0.003
2015-07-31,21.51870967741936,0.029677419354838714
2015-08-31,23.113225806451613,0.0012903225806451613
2015-09-30,24.055,0.019
2015-10-31,22.34645161290323,0.022258064516129033
2015-11-30,16.095000000000002,0.026666666666666665
2015-12-31,12.856129032258066,0.04741935483870968
2016-01-31,12.85290322580645,0.12580645161290321
2016-02-29,16.01551724137931,0.014827586206896554
2016-03-31,15.089354838709676,0.043225806451612905
2016-04-30,16.934,0.06000000000000002
2016-05-31,16.526774193548384,0.03580645161290324
2016-06-30,20.27266666666667,0.001
2016-07-31,22.137419354838705,0.0
2016-08-31,22.13774193548387,0.0
2016-09-30,21.169666666666668,0.024333333333333332
2016-10-31,19.784516129032255,0.016451612903225808
2016-11-30,17.46333333333333,0.035666666666666666
2016-12-31,13.627096774193548,0.10193548387096775
2017-01-31,12.526774193548388,0.18161290322580645
2017-02-28,13.320357142857143,0.20142857142857146
2017-03-31,15.235161290322582,0.014516129032258067
2017-04-30,16.71,0.002333333333333333
2017-05-31,16.933225806451613,0.04193548387096775
2017-06-30,19.44,0.0013333333333333333
2017-07-31,22.240322580645167,0.007741935483870969
2017-08-31,22.049032258064518,0.0029032258064516127
2017-09-30,21.84466666666667,0.010000000000000002
2017-10-31,20.807741935483868,0.003225806451612903
2017-11-30,17.47766666666667,0.004
2017-12-31,15.353548387096776,0.000967741935483871
